id_cliente,churn,genero,idoso,parceiro,dependentes,tempo_contrato,servico_telefonico,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivos,suporte_tecnico,streaming_tv,streaming_filmes,contrato,fatura_online,metodo_pagamento,cobrança_mensal,cobrança_total,contas_diarias
9504-YAZWB,não,feminino,0,não,não,53,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cheque postal,20.25,1048.45,0.68
9505-SQFSW,não,feminino,0,sim,sim,3,não,sem serviço telefônico,dsl,não,sim,não,não,não,sim,mensal,não,cheque postal,40.3,92.5,1.34
9506-UXUSK,não,masculino,0,não,não,13,sim,não,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque eletrônico,70.15,931.75,2.34
9507-EXLTT,sim,feminino,0,sim,não,1,sim,não,fibra ótica,não,não,não,não,sim,não,mensal,sim,transferência bancária (automática),79.35,79.35,2.64
9507-HSMMZ,não,masculino,0,não,não,54,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cheque postal,20.0,1149.65,0.67
9508-ILZDG,não,feminino,1,não,não,34,sim,sim,fibra ótica,não,sim,não,sim,sim,não,mensal,sim,cheque eletrônico,96.35,3190.25,3.21
9509-MPYOD,não,feminino,0,não,não,35,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,não,cheque postal,20.75,700.45,0.69
9512-PHSMG,não,feminino,0,sim,não,10,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,sim,cheque postal,20.55,252.75,0.68
9512-UIBFX,sim,masculino,0,sim,sim,18,sim,não,fibra ótica,não,não,sim,não,sim,sim,mensal,não,cheque postal,95.15,1779.95,3.17
9513-DXHDA,não,masculino,0,não,não,27,sim,não,dsl,sim,não,sim,sim,sim,sim,um ano,não,cheque eletrônico,81.7,2212.55,2.72
9514-JDSKI,sim,masculino,1,sim,não,1,não,sem serviço telefônico,dsl,não,sim,não,não,sim,não,mensal,não,cheque eletrônico,40.2,40.2,1.34
9518-IMLHK,não,masculino,0,não,não,31,sim,não,dsl,sim,sim,sim,sim,sim,não,mensal,sim,transferência bancária (automática),72.45,2156.25,2.42
9518-RWHZL,sim,feminino,0,não,não,64,sim,sim,fibra ótica,não,não,sim,não,sim,sim,um ano,sim,cartão de crédito (automático),100.05,6254.2,3.34
9518-XXBXE,não,masculino,1,sim,não,10,sim,não,fibra ótica,sim,não,não,não,não,não,mensal,não,cheque eletrônico,75.3,720.45,2.51
9522-BNTHX,não,feminino,1,não,não,34,não,sem serviço telefônico,dsl,não,sim,sim,não,sim,sim,mensal,sim,cheque eletrônico,56.25,1765.95,1.88
9522-ZSINC,não,masculino,0,não,não,13,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,sim,cheque eletrônico,19.95,253.8,0.66
9524-EGPJC,sim,feminino,0,não,não,18,sim,sim,fibra ótica,não,não,não,sim,não,sim,mensal,sim,cheque eletrônico,90.1,1612.75,3.0
9526-BIHHD,sim,masculino,0,não,não,1,não,sem serviço telefônico,dsl,sim,não,não,não,não,não,mensal,não,cheque postal,29.7,29.7,0.99
9526-JAWYF,sim,masculino,0,não,não,26,sim,não,fibra ótica,não,sim,sim,não,sim,não,mensal,não,cheque eletrônico,89.8,2335.3,2.99
9529-OFXHY,não,masculino,0,não,não,15,sim,sim,fibra ótica,sim,não,não,não,sim,não,mensal,sim,transferência bancária (automática),87.75,1242.2,2.92
9530-EHPOH,sim,masculino,0,não,não,11,sim,sim,dsl,não,não,sim,não,não,não,mensal,não,cheque eletrônico,53.75,608.0,1.79
9530-GRMJG,não,masculino,0,sim,sim,70,sim,sim,dsl,não,sim,sim,sim,sim,sim,dois anos,sim,cheque eletrônico,84.1,5979.7,2.8
9531-NSBMR,não,feminino,0,não,não,36,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,sim,transferência bancária (automática),19.25,679.8,0.64
9534-NSXEM,não,masculino,0,não,não,26,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,sim,cartão de crédito (automático),20.65,595.5,0.69
9537-JALFH,não,masculino,0,sim,sim,69,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,transferência bancária (automática),19.9,1356.7,0.66
9537-VHDTA,não,feminino,0,não,sim,1,sim,não,dsl,sim,não,não,não,não,não,mensal,não,cheque postal,51.2,51.2,1.71
9540-JYROE,sim,masculino,0,não,não,8,sim,não,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque postal,70.1,551.35,2.34
9541-PWTWO,não,feminino,0,não,não,52,sim,sim,dsl,não,não,sim,sim,sim,sim,dois anos,sim,transferência bancária (automática),80.95,4233.95,2.7
9541-ZPSEA,não,masculino,0,sim,sim,68,sim,não,fibra ótica,sim,não,sim,não,não,não,dois anos,não,cartão de crédito (automático),80.35,5375.15,2.68
9544-PYPSJ,não,feminino,1,sim,sim,62,sim,sim,fibra ótica,não,sim,sim,não,não,sim,mensal,sim,cartão de crédito (automático),96.1,6019.35,3.2
9546-CQJSU,sim,feminino,0,não,não,2,sim,sim,fibra ótica,não,não,sim,não,sim,não,mensal,sim,cheque eletrônico,91.4,193.6,3.05
9546-KDTRB,não,feminino,0,não,não,19,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,transferência bancária (automática),24.7,465.85,0.82
9547-ITEFG,não,masculino,0,sim,sim,9,sim,sim,fibra ótica,não,sim,sim,não,sim,sim,mensal,sim,cartão de crédito (automático),102.6,897.75,3.42
9548-LERKT,não,masculino,0,sim,não,24,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cheque postal,19.75,483.15,0.66
9548-LIGTA,não,masculino,0,sim,não,61,sim,não,dsl,sim,sim,não,sim,sim,sim,dois anos,sim,cheque postal,81.05,4747.65,2.7
9548-ZMVTX,não,masculino,0,sim,sim,72,sim,sim,fibra ótica,não,sim,sim,sim,não,não,dois anos,não,transferência bancária (automática),90.45,6565.85,3.02
9552-TGUZV,não,masculino,0,sim,não,8,sim,não,fibra ótica,sim,não,não,não,não,não,mensal,sim,cheque postal,75.0,658.1,2.5
9553-DLCLU,não,feminino,0,não,sim,13,sim,sim,dsl,sim,sim,sim,sim,sim,sim,dois anos,não,cartão de crédito (automático),88.95,1161.75,2.97
9554-DFKIC,não,masculino,0,sim,sim,30,sim,sim,dsl,sim,não,não,não,não,não,mensal,sim,transferência bancária (automática),54.45,1588.7,1.82
9555-SAHUZ,não,feminino,0,sim,sim,38,sim,não,dsl,sim,sim,não,não,não,não,mensal,não,cheque eletrônico,54.5,2076.05,1.82
9558-IHEZX,não,feminino,0,não,não,71,sim,sim,fibra ótica,sim,sim,sim,não,sim,sim,dois anos,sim,cartão de crédito (automático),106.75,7283.25,3.56
9560-ARGQJ,sim,feminino,0,não,sim,16,sim,não,fibra ótica,não,não,não,não,sim,não,mensal,sim,cheque eletrônico,81.0,1312.15,2.7
9560-BBZXK,não,feminino,0,não,não,36,não,sem serviço telefônico,dsl,sim,não,não,não,não,não,dois anos,não,transferência bancária (automática),31.05,1126.35,1.03
9564-KCLHR,sim,masculino,0,não,não,1,sim,não,dsl,não,não,não,sim,não,não,mensal,não,cheque postal,51.25,51.25,1.71
9565-AXSMR,não,masculino,0,sim,sim,52,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cheque postal,19.2,1054.75,0.64
9565-DJPIB,sim,feminino,0,não,sim,4,sim,sim,fibra ótica,não,sim,não,não,sim,não,mensal,não,cheque postal,89.6,365.65,2.99
9565-FLVCG,não,masculino,0,sim,sim,65,sim,sim,dsl,sim,sim,não,não,não,sim,dois anos,sim,cheque postal,69.55,4459.15,2.32
9565-JSNFM,sim,masculino,0,não,não,38,sim,não,fibra ótica,não,não,não,não,não,não,um ano,sim,transferência bancária (automática),70.45,2597.6,2.35
9570-KYEUA,não,masculino,0,não,não,64,sim,sim,fibra ótica,sim,não,sim,sim,não,sim,dois anos,não,cartão de crédito (automático),99.25,6549.45,3.31
9571-EDEBV,não,masculino,0,sim,não,71,sim,sim,fibra ótica,não,não,sim,não,sim,sim,um ano,sim,cartão de crédito (automático),98.65,6962.85,3.29
9572-MTILT,sim,masculino,0,sim,não,59,sim,sim,fibra ótica,sim,sim,sim,sim,sim,não,mensal,sim,cheque eletrônico,106.75,6252.9,3.56
9572-WUKSB,não,masculino,0,sim,não,3,não,sem serviço telefônico,dsl,não,não,não,sim,não,não,mensal,sim,cheque eletrônico,29.9,92.25,1.0
9574-BOSMD,não,masculino,0,sim,sim,68,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,transferência bancária (automática),25.4,1620.2,0.85
9574-RKJIF,sim,masculino,0,sim,sim,30,sim,sim,fibra ótica,sim,sim,não,não,sim,não,mensal,sim,cheque eletrônico,94.4,2838.7,3.15
9575-IWCAZ,não,masculino,0,sim,não,6,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,não,cheque postal,25.1,171.0,0.84
9576-ANLXO,sim,feminino,0,não,não,3,sim,não,fibra ótica,não,não,não,não,não,não,mensal,sim,transferência bancária (automática),69.55,222.3,2.32
9576-SYUHJ,não,masculino,0,não,não,37,sim,sim,fibra ótica,sim,não,não,não,sim,não,mensal,sim,cheque eletrônico,91.15,3369.25,3.04
9577-WJVCQ,não,feminino,0,não,não,68,sim,sim,dsl,sim,não,não,não,não,não,mensal,não,cheque postal,54.45,3687.75,1.82
9578-FOMUK,não,masculino,0,não,sim,15,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,sim,cheque eletrônico,24.8,324.15,0.83
9578-VRMNM,sim,feminino,0,não,não,16,sim,sim,dsl,não,não,sim,não,não,sim,mensal,sim,cartão de crédito (automático),65.2,1043.35,2.17
9581-GVBXT,não,masculino,0,sim,sim,59,não,sem serviço telefônico,dsl,sim,não,sim,não,não,não,um ano,não,cheque postal,34.8,1980.3,1.16
9584-EXCDZ,não,feminino,0,não,não,17,sim,não,fibra ótica,não,não,não,não,não,não,mensal,não,transferência bancária (automática),70.5,1165.6,2.35
9585-KKMFD,não,masculino,0,sim,sim,41,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,sim,cheque postal,20.0,879.8,0.67
9586-JGQKH,não,feminino,0,sim,não,64,sim,sim,fibra ótica,não,sim,não,sim,sim,sim,dois anos,sim,transferência bancária (automática),105.4,6794.75,3.51
9588-OZDMQ,não,feminino,0,sim,não,2,sim,não,dsl,não,não,não,não,não,não,mensal,sim,cheque eletrônico,45.0,89.75,1.5
9588-YRFHY,não,masculino,0,não,não,49,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,sim,cartão de crédito (automático),19.9,1022.6,0.66
9589-ABEPT,não,masculino,0,sim,não,69,sim,sim,fibra ótica,não,sim,não,sim,sim,não,dois anos,sim,cheque postal,92.45,6460.55,3.08
9591-YVTEB,não,masculino,1,não,não,55,não,sem serviço telefônico,dsl,sim,sim,não,não,sim,não,mensal,sim,cheque eletrônico,44.85,2479.05,1.5
9592-ERDKV,não,masculino,0,sim,não,37,sim,sim,dsl,sim,não,sim,não,sim,sim,um ano,não,cheque postal,79.25,2911.8,2.64
9593-CVZKR,não,feminino,0,sim,sim,56,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,sim,cheque postal,24.45,1385.85,0.82
9600-NAXZN,sim,masculino,0,não,não,43,sim,sim,fibra ótica,não,sim,não,não,sim,sim,mensal,sim,cheque eletrônico,101.4,4528.0,3.38
9600-UDOPK,sim,masculino,0,sim,não,30,sim,sim,fibra ótica,não,não,não,não,sim,sim,mensal,sim,cartão de crédito (automático),94.05,2866.45,3.14
9601-BRXPO,sim,feminino,0,sim,não,25,sim,sim,fibra ótica,não,não,sim,sim,sim,sim,mensal,sim,transferência bancária (automática),104.95,2566.5,3.5
9602-WCXPI,não,masculino,0,não,não,50,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,não,cartão de crédito (automático),20.15,989.05,0.67
9603-OAIHC,não,masculino,1,não,não,1,sim,não,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque eletrônico,70.05,70.05,2.34
9605-WGJVW,não,feminino,1,não,não,1,sim,não,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque eletrônico,70.2,70.2,2.34
9606-PBKBQ,sim,masculino,1,sim,não,32,sim,sim,fibra ótica,não,não,não,não,não,sim,mensal,sim,cheque eletrônico,85.0,2642.05,2.83
9609-BENEA,não,masculino,0,sim,não,35,sim,sim,dsl,não,sim,não,sim,sim,não,um ano,sim,cheque eletrônico,69.0,2441.7,2.3
9610-WCESF,não,masculino,0,não,não,67,não,sem serviço telefônico,dsl,sim,não,não,sim,sim,não,dois anos,não,cheque eletrônico,43.9,3097.2,1.46
9611-CTWIH,sim,feminino,0,não,não,3,sim,não,fibra ótica,não,não,não,não,sim,sim,mensal,sim,cheque eletrônico,89.45,240.45,2.98
9614-RMGHA,sim,masculino,0,sim,não,65,sim,sim,fibra ótica,não,sim,não,não,sim,não,mensal,sim,transferência bancária (automática),91.85,5940.85,3.06
9617-INGJY,não,masculino,0,não,não,1,sim,não,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque postal,70.6,70.6,2.35
9617-UDPEU,não,feminino,0,não,não,22,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,sim,cheque postal,19.25,412.55,0.64
9618-LFJRU,não,feminino,0,não,não,4,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cartão de crédito (automático),20.45,82.85,0.68
9619-GSATL,não,feminino,0,não,não,43,sim,não,dsl,não,sim,não,sim,não,não,um ano,não,cheque eletrônico,55.45,2444.25,1.85
9620-ENEJV,não,feminino,0,não,não,6,sim,não,fibra ótica,não,não,não,não,não,não,mensal,não,cartão de crédito (automático),70.55,433.95,2.35
9620-QJREV,não,masculino,0,não,sim,47,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,não,cartão de crédito (automático),20.55,1013.05,0.68
9621-OUPYD,não,feminino,0,sim,não,25,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,sim,transferência bancária (automática),20.2,507.9,0.67
9624-EGDEQ,não,feminino,0,não,não,37,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cheque postal,19.8,813.3,0.66
9625-QNLUX,não,masculino,0,sim,sim,68,sim,não,fibra ótica,sim,sim,sim,não,sim,sim,dois anos,sim,cartão de crédito (automático),103.25,7074.4,3.44
9625-QSTYE,sim,feminino,0,não,não,13,sim,não,fibra ótica,não,sim,sim,não,não,não,mensal,sim,cheque eletrônico,81.15,952.3,2.7
9625-RZFUK,não,masculino,0,sim,sim,63,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cheque postal,19.7,1275.85,0.66
9626-VFRGG,não,feminino,0,não,sim,41,sim,sim,fibra ótica,não,sim,não,não,sim,não,mensal,sim,transferência bancária (automática),88.5,3645.05,2.95
9626-WEQRM,não,feminino,0,não,não,4,não,sem serviço telefônico,dsl,sim,não,não,não,não,não,mensal,sim,cheque postal,29.15,110.05,0.97
9629-NHXFW,não,feminino,0,sim,sim,1,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,sim,cheque postal,19.4,19.4,0.65
9631-RXVJM,não,masculino,0,não,não,35,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cheque postal,19.25,677.9,0.64
9631-XEYKE,não,masculino,0,não,não,3,sim,sim,dsl,não,não,não,não,não,não,mensal,não,transferência bancária (automática),50.4,137.25,1.68
9633-DENPU,não,feminino,0,sim,não,47,sim,não,dsl,não,sim,não,não,sim,não,mensal,sim,transferência bancária (automática),58.6,2723.4,1.95
9633-XQABV,não,feminino,0,não,não,3,sim,não,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque eletrônico,70.25,229.7,2.34
9637-CDTKZ,não,masculino,0,sim,não,72,sim,sim,fibra ótica,sim,sim,sim,sim,sim,sim,dois anos,sim,cartão de crédito (automático),114.1,8086.4,3.8
9637-EIHEQ,sim,feminino,0,não,não,1,sim,não,dsl,não,não,não,sim,não,não,mensal,sim,cheque eletrônico,50.8,50.8,1.69
9638-JIQYA,não,masculino,0,não,não,2,não,sem serviço telefônico,dsl,não,não,não,não,não,não,mensal,sim,cartão de crédito (automático),24.9,49.7,0.83
9639-BUJXT,não,masculino,0,não,não,63,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,não,cheque postal,20.5,1328.15,0.68
9640-ZSLDC,não,feminino,0,sim,sim,53,sim,não,dsl,não,não,sim,não,não,sim,um ano,não,cartão de crédito (automático),60.6,3297.0,2.02
9643-AVVWI,não,feminino,0,sim,sim,3,sim,não,fibra ótica,não,sim,não,sim,não,não,mensal,sim,cheque eletrônico,80.0,241.3,2.67
9643-YBLUR,não,masculino,0,sim,não,9,sim,sim,dsl,não,sim,sim,não,não,sim,mensal,sim,cartão de crédito (automático),69.05,653.95,2.3
9644-KVCNC,não,feminino,0,não,não,66,sim,sim,fibra ótica,não,não,sim,não,sim,não,um ano,sim,transferência bancária (automática),92.15,6056.9,3.07
9644-UMGQA,não,masculino,0,sim,sim,6,sim,não,dsl,sim,não,não,não,não,não,mensal,sim,cheque eletrônico,49.15,295.65,1.64
9646-NMHXE,não,masculino,0,sim,não,47,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cheque postal,19.65,973.1,0.65
9647-ERGBE,sim,feminino,0,sim,sim,30,sim,sim,fibra ótica,não,não,sim,não,sim,sim,mensal,sim,cheque eletrônico,100.05,3046.15,3.34
9648-BCHKM,não,feminino,0,sim,sim,18,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,sim,cartão de crédito (automático),24.65,471.35,0.82
9650-VBUOG,não,masculino,0,sim,sim,38,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cartão de crédito (automático),25.05,963.95,0.84
9651-GTSAQ,sim,feminino,0,sim,não,53,sim,não,fibra ótica,sim,sim,sim,não,sim,sim,um ano,sim,transferência bancária (automática),106.1,5769.75,3.54
9658-WYUFB,sim,feminino,0,não,não,17,sim,sim,fibra ótica,sim,sim,não,não,sim,não,mensal,sim,cheque eletrônico,94.4,1617.5,3.15
9659-QEQSY,não,feminino,0,não,não,45,sim,sim,fibra ótica,sim,sim,sim,sim,sim,sim,mensal,sim,cheque eletrônico,115.65,5125.5,3.86
9659-ZTWSM,não,masculino,1,sim,não,66,sim,sim,fibra ótica,não,sim,sim,sim,sim,sim,um ano,sim,transferência bancária (automática),107.35,7051.95,3.58
9661-ACXBS,sim,feminino,0,não,não,42,sim,sim,fibra ótica,sim,não,sim,não,sim,sim,mensal,sim,cheque eletrônico,105.2,4400.75,3.51
9661-JALZV,não,feminino,0,não,não,58,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,sim,cartão de crédito (automático),24.7,1519.0,0.82
9661-MHUMO,sim,masculino,1,sim,sim,1,sim,não,dsl,não,não,não,sim,não,não,mensal,sim,cartão de crédito (automático),49.25,49.25,1.64
9667-EQRXU,sim,feminino,1,não,não,30,não,sem serviço telefônico,dsl,não,não,sim,não,sim,não,mensal,sim,cheque eletrônico,40.3,1172.95,1.34
9667-TKTVZ,não,feminino,0,não,não,2,sim,sim,dsl,não,não,não,sim,não,não,mensal,sim,cheque postal,54.35,117.05,1.81
9668-PUGNU,não,masculino,0,sim,não,71,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,sim,cheque eletrônico,24.5,1816.2,0.82
9670-BPNXF,não,feminino,0,não,não,45,sim,não,dsl,sim,sim,não,sim,não,não,um ano,sim,cartão de crédito (automático),62.55,2796.45,2.08
9674-EHPPG,não,masculino,0,sim,não,46,não,sem serviço telefônico,dsl,sim,não,sim,sim,não,não,dois anos,não,cartão de crédito (automático),40.4,1842.7,1.35
9675-ICXCT,não,masculino,0,sim,sim,72,sim,não,dsl,sim,não,sim,sim,sim,sim,dois anos,sim,cheque eletrônico,80.8,5728.55,2.69
9677-AVKED,não,feminino,0,não,sim,53,sim,sim,dsl,não,sim,sim,sim,sim,sim,um ano,sim,cheque eletrônico,84.6,4449.75,2.82
9680-NIAUV,não,feminino,0,sim,sim,72,sim,sim,fibra ótica,sim,sim,sim,não,sim,sim,dois anos,não,cartão de crédito (automático),109.7,8129.3,3.66
9681-KYGYB,não,masculino,1,sim,não,49,sim,sim,fibra ótica,sim,sim,sim,não,não,não,mensal,sim,cheque eletrônico,88.2,4159.45,2.94
9681-OXGVC,sim,feminino,0,não,não,5,sim,sim,fibra ótica,não,não,sim,não,sim,sim,mensal,sim,cheque eletrônico,100.5,514.0,3.35
9685-WKZGT,sim,masculino,1,não,não,14,sim,sim,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque eletrônico,74.95,1036.75,2.5
9688-YGXVR,não,feminino,0,não,não,44,sim,não,fibra ótica,não,sim,sim,não,sim,não,mensal,sim,cartão de crédito (automático),88.15,3973.2,2.94
9689-PTNPG,sim,masculino,0,não,não,2,sim,não,fibra ótica,não,não,não,não,sim,não,mensal,sim,cheque eletrônico,80.25,144.55,2.68
9691-HKOVS,não,feminino,0,sim,não,55,sim,sim,dsl,sim,sim,sim,sim,sim,sim,um ano,sim,cheque eletrônico,90.15,4916.95,3.01
9692-TUSXH,sim,feminino,0,não,não,18,sim,não,fibra ótica,sim,não,não,não,sim,sim,mensal,sim,cheque eletrônico,96.05,1740.7,3.2
9693-XMUOB,não,masculino,1,sim,não,59,não,sem serviço telefônico,dsl,não,sim,não,não,sim,sim,mensal,sim,cheque eletrônico,50.25,2997.45,1.68
9695-IDRZR,não,feminino,0,não,sim,34,sim,sim,fibra ótica,sim,sim,sim,sim,sim,sim,dois anos,sim,cartão de crédito (automático),116.15,3946.9,3.87
9696-RMYBA,não,masculino,0,não,não,5,sim,não,fibra ótica,não,não,não,não,sim,não,mensal,sim,cheque postal,80.1,398.55,2.67
9699-UBQFS,não,feminino,1,sim,não,43,sim,sim,fibra ótica,sim,sim,não,não,sim,não,mensal,sim,cheque eletrônico,94.5,4156.8,3.15
9700-ISPUP,não,feminino,0,sim,sim,10,sim,não,dsl,não,sim,não,sim,não,sim,mensal,sim,cheque eletrônico,65.5,616.9,2.18
9700-ZCLOT,não,masculino,0,não,não,2,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque postal,20.0,32.7,0.67
9701-CDXHR,não,feminino,0,sim,não,51,sim,não,fibra ótica,não,não,não,não,não,não,mensal,não,cheque postal,69.15,3649.6,2.31
9702-AIUJO,não,masculino,0,sim,sim,50,sim,não,dsl,não,não,não,não,não,não,um ano,sim,transferência bancária (automática),44.8,2230.85,1.49
9705-IOVQQ,não,masculino,1,sim,sim,61,sim,sim,fibra ótica,não,sim,não,não,sim,sim,um ano,não,cheque eletrônico,99.0,5969.3,3.3
9705-ZJBCG,não,feminino,0,sim,sim,13,sim,não,dsl,sim,não,não,sim,não,não,um ano,não,transferência bancária (automática),54.15,701.05,1.8
9708-HPXWZ,não,masculino,1,não,não,5,não,sem serviço telefônico,dsl,não,não,sim,sim,sim,não,mensal,não,cartão de crédito (automático),45.4,214.75,1.51
9708-KFDBY,não,masculino,0,não,não,1,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cartão de crédito (automático),20.55,20.55,0.68
9710-NJERN,não,feminino,0,não,não,39,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cheque postal,20.15,826.0,0.67
9710-ZUSHQ,sim,feminino,1,não,não,37,sim,sim,fibra ótica,sim,sim,não,não,sim,sim,mensal,sim,transferência bancária (automática),106.75,4056.75,3.56
9711-FJTBX,não,masculino,0,sim,sim,56,sim,não,fibra ótica,não,sim,sim,sim,não,não,um ano,sim,cheque postal,85.85,4793.8,2.86
9714-EDSUC,não,masculino,0,não,não,4,sim,não,fibra ótica,sim,sim,não,sim,não,sim,mensal,sim,cheque postal,94.9,360.55,3.16
9715-SBVSU,não,masculino,0,sim,sim,14,sim,não,dsl,sim,sim,não,não,não,sim,dois anos,sim,transferência bancária (automática),61.4,815.55,2.05
9715-WZCLW,não,masculino,0,sim,sim,71,sim,sim,fibra ótica,sim,não,não,não,sim,sim,dois anos,sim,cheque eletrônico,97.2,6910.3,3.24
9717-IOAAF,não,masculino,0,não,sim,27,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,sim,cartão de crédito (automático),25.85,788.55,0.86
9717-QEBGU,não,masculino,0,não,não,2,sim,não,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque eletrônico,70.3,144.0,2.34
9720-JJJOR,não,masculino,0,sim,sim,41,sim,não,dsl,sim,sim,sim,não,não,não,um ano,sim,transferência bancária (automática),60.3,2511.3,2.01
9722-UJOJR,sim,masculino,0,sim,sim,29,sim,não,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque eletrônico,70.75,1974.8,2.36
9725-SCPZG,sim,masculino,0,não,sim,1,sim,não,fibra ótica,não,não,não,não,sim,sim,mensal,sim,cheque eletrônico,90.85,90.85,3.03
9728-FTTVZ,sim,feminino,0,não,não,1,sim,não,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque eletrônico,69.2,69.2,2.31
9730-DRTMJ,não,masculino,0,sim,não,32,sim,sim,dsl,sim,não,não,sim,sim,não,um ano,sim,cartão de crédito (automático),72.8,2333.05,2.43
